Symbol,BetaEndDate,Instance,Beta,UpsideBeta,DownsideBeta
ISRG-US,12/31/2020,ISRG-US_12/31/2020,1.124730143,1.109984935,1.115741875
MDLZ-US,12/31/2020,MDLZ-US_12/31/2020,0.83293652,0.869722371,0.83269656
CAT-US,12/31/2020,CAT-US_12/31/2020,0.986144123,0.998086274,0.942717396
BLK-US,12/31/2020,BLK-US_12/31/2020,1.173277728,1.17983708,1.145114729
GILD-US,12/31/2020,GILD-US_12/31/2020,0.491669097,0.526697111,0.456272115
TGT-US,12/31/2020,TGT-US_12/31/2020,0.670099444,0.809452503,0.62952574
ZTS-US,12/31/2020,ZTS-US_12/31/2020,0.923590699,0.958398196,0.924865275
CVS-US,12/31/2020,CVS-US_12/31/2020,0.815493234,0.805240841,0.851517363
PLD-US,12/31/2020,PLD-US_12/31/2020,1.096195727,1.195623337,1.036805057
MO-US,12/31/2020,MO-US_12/31/2020,0.704294047,0.683072856,0.744785792
VRTX-US,12/31/2020,VRTX-US_12/31/2020,0.821828859,0.911845926,0.748806772
CCI-US,12/31/2020,CCI-US_12/31/2020,0.939706233,0.995540387,0.929560019
BKNG-US,12/31/2020,BKNG-US_12/31/2020,1.099248752,1.061940524,1.050864934
DE-US,12/31/2020,DE-US_12/31/2020,1.05913534,1.075603098,1.068851696
GS-US,12/31/2020,GS-US_12/31/2020,1.270069834,1.279840963,1.257588541
SYK-US,12/31/2020,SYK-US_12/31/2020,1.124626077,1.080356065,1.126482808
BDX-US,12/31/2020,BDX-US_12/31/2020,0.566699362,0.676565899,0.517697492
ANTM-US,12/31/2020,ANTM-US_12/31/2020,1.198191129,1.248466923,1.186249283
EQIX-US,12/31/2020,EQIX-US_12/31/2020,0.881720318,1.048078868,0.793224245
TJX-US,12/31/2020,TJX-US_12/31/2020,1.111571616,1.037393569,1.177964904
TMUS-US,12/31/2020,TMUS-US_12/31/2020,0.840652887,0.76035453,0.87474279
D-US,12/31/2020,D-US_12/31/2020,0.934884047,1.123527845,0.86913476
CL-US,12/31/2020,CL-US_12/31/2020,0.674111263,0.756954915,0.657255928
APD-US,12/31/2020,APD-US_12/31/2020,1.033871242,1.11436624,1.005659532
AXP-US,12/31/2020,AXP-US_12/31/2020,1.467536501,1.581890778,1.351621361
DUK-US,12/31/2020,DUK-US_12/31/2020,0.922265249,1.029819479,0.884474145
ATVI-US,12/31/2020,ATVI-US_12/31/2020,0.611299584,0.572356737,0.657996362
CI-US,12/31/2020,CI-US_12/31/2020,1.214904455,1.218024507,1.22867685
FDX-US,12/31/2020,FDX-US_12/31/2020,1.083678705,0.963267471,1.16558075
CME-US,12/31/2020,CME-US_12/31/2020,1.009473361,0.896920976,1.153586088
ADP-US,12/31/2020,ADP-US_12/31/2020,1.118153843,1.130496778,1.109597276
CSX-US,12/31/2020,CSX-US_12/31/2020,1.153987286,1.155405416,1.159034543
REGN-US,12/31/2020,REGN-US_12/31/2020,0.546779597,0.597222751,0.505591485
MMC-US,12/31/2020,MMC-US_12/31/2020,0.852260868,0.894022102,0.845594317
MS-US,12/31/2020,MS-US_12/31/2020,1.430883003,1.535304007,1.343574451
FISV-US,12/31/2020,FISV-US_12/31/2020,1.156903861,1.155952093,1.144121585
SO-US,12/31/2020,SO-US_12/31/2020,0.994437167,1.14872336,0.935439304
SHW-US,12/31/2020,SHW-US_12/31/2020,0.964277108,0.94507493,1.014735701
ICE-US,12/31/2020,ICE-US_12/31/2020,0.871324591,0.871804146,0.892150831
ITW-US,12/31/2020,ITW-US_12/31/2020,1.040362128,1.194098492,0.909287529
PGR-US,12/31/2020,PGR-US_12/31/2020,0.731948089,0.835307547,0.670312062
HUM-US,12/31/2020,HUM-US_12/31/2020,1.08828607,1.087734298,1.119756794
NSC-US,12/31/2020,NSC-US_12/31/2020,1.18056369,1.229819527,1.154301262
BSX-US,12/31/2020,BSX-US_12/31/2020,1.015309249,0.861193509,1.08596649
GE-US,12/31/2020,GE-US_12/31/2020,1.24122311,1.179681101,1.31336343
AMAT-US,12/31/2020,AMAT-US_12/31/2020,1.439017186,1.456683,1.463292268
GPN-US,12/31/2020,GPN-US_12/31/2020,1.375658809,1.472302278,1.311303704
CB-US,12/31/2020,CB-US_12/31/2020,1.032193006,0.958470542,1.126661777
DG-US,12/31/2020,DG-US_12/31/2020,0.49497209,0.55352289,0.489882003
MU-US,12/31/2020,MU-US_12/31/2020,1.292207364,1.321219564,1.291241313
TFC-US,12/31/2020,TFC-US_12/31/2020,1.459296878,1.470252905,1.413758836
NEM-US,12/31/2020,NEM-US_12/31/2020,0.419891835,0.455451119,0.363332971
ADSK-US,12/31/2020,ADSK-US_12/31/2020,1.136859063,1.135776829,1.123455666
KMB-US,12/31/2020,KMB-US_12/31/2020,0.580619709,0.7386944,0.49764432
EW-US,12/31/2020,EW-US_12/31/2020,0.935730668,0.932220811,0.905524279
ECL-US,12/31/2020,ECL-US_12/31/2020,1.126043071,1.269246832,1.011836822
EL-US,12/31/2020,EL-US_12/31/2020,0.943749728,0.874846904,0.984259648
USB-US,12/31/2020,USB-US_12/31/2020,1.292008911,1.32818432,1.252717054
NOC-US,12/31/2020,NOC-US_12/31/2020,0.788893869,0.918885745,0.746514085
LRCX-US,12/31/2020,LRCX-US_12/31/2020,1.498971557,1.614596657,1.426255922
AON-US,12/31/2020,AON-US_12/31/2020,0.785157598,0.830183473,0.77804218
MCO-US,12/31/2020,MCO-US_12/31/2020,1.247436924,1.362080988,1.177535595
PNC-US,12/31/2020,PNC-US_12/31/2020,1.35071598,1.400945552,1.300266447
ILMN-US,12/31/2020,ILMN-US_12/31/2020,0.862735159,0.833401407,0.86947588
BIIB-US,12/31/2020,BIIB-US_12/31/2020,0.874322377,0.963964488,0.810892261
WM-US,12/31/2020,WM-US_12/31/2020,0.804209286,0.827941786,0.782237946
ADI-US,12/31/2020,ADI-US_12/31/2020,1.200510544,1.184348975,1.195124199
SCHW-US,12/31/2020,SCHW-US_12/31/2020,1.093989316,1.167385237,1.024655785
ROP-US,12/31/2020,ROP-US_12/31/2020,0.972677956,0.974890157,0.994851587
DD-US,12/31/2020,DD-US_12/31/2020,1.164831375,1.271364795,1.07817068
ETN-US,12/31/2020,ETN-US_12/31/2020,1.240933614,1.363983536,1.155827672
BAX-US,12/31/2020,BAX-US_12/31/2020,0.737327585,0.811218705,0.712042742
AEP-US,12/31/2020,AEP-US_12/31/2020,0.726287856,0.80955119,0.681658498
DXCM-US,12/31/2020,DXCM-US_12/31/2020,0.826012376,0.675407086,0.858603694
DLR-US,12/31/2020,DLR-US_12/31/2020,0.83628472,1.038171976,0.726375423
EMR-US,12/31/2020,EMR-US_12/31/2020,1.182956659,1.111997578,1.200076415
CTSH-US,12/31/2020,CTSH-US_12/31/2020,1.160964982,1.203784429,1.149048972
GIS-US,12/31/2020,GIS-US_12/31/2020,0.433358897,0.561786377,0.339110348
EA-US,12/31/2020,EA-US_12/31/2020,0.586493224,0.536024334,0.637566637
GM-US,12/31/2020,GM-US_12/31/2020,1.250668715,1.176701353,1.295839897
LHX-US,12/31/2020,LHX-US_12/31/2020,0.904145295,0.920456354,0.948498703
XEL-US,12/31/2020,XEL-US_12/31/2020,0.851272151,0.93439739,0.815943622
SBAC-US,12/31/2020,SBAC-US_12/31/2020,0.857589848,1.038272407,0.728882629
TWTR-US,12/31/2020,TWTR-US_12/31/2020,1.134668786,0.946016227,1.254622072
COP-US,12/31/2020,COP-US_12/31/2020,1.461903207,1.271912832,1.592043826
EXC-US,12/31/2020,EXC-US_12/31/2020,1.19338689,1.262417094,1.163099494
CMG-US,12/31/2020,CMG-US_12/31/2020,0.852348489,0.772617211,0.890871007
EBAY-US,12/31/2020,EBAY-US_12/31/2020,0.609644682,0.634016976,0.557448183
DOW-US,12/31/2020,DOW-US_12/31/2020,1.328421884,1.116563878,1.481427927
SRE-US,12/31/2020,SRE-US_12/31/2020,1.016034903,0.912761999,1.132090201
ORLY-US,12/31/2020,ORLY-US_12/31/2020,0.936477383,0.985605875,0.963956247
CNC-US,12/31/2020,CNC-US_12/31/2020,1.099195013,1.198752449,1.023039335
PSA-US,12/31/2020,PSA-US_12/31/2020,0.688030943,0.661791287,0.756963446
IDXX-US,12/31/2020,IDXX-US_12/31/2020,0.827343141,0.840996465,0.806514611
ROST-US,12/31/2020,ROST-US_12/31/2020,1.141017688,0.990172973,1.244453075
COF-US,12/31/2020,COF-US_12/31/2020,1.599928681,1.529561236,1.645873063
HCA-US,12/31/2020,HCA-US_12/31/2020,1.165873814,0.908675476,1.325357174
SNPS-US,12/31/2020,SNPS-US_12/31/2020,1.000625782,1.028586937,0.974236342
APH-US,12/31/2020,APH-US_12/31/2020,1.030529158,0.994620692,1.058669531
TEL-US,12/31/2020,TEL-US_12/31/2020,1.116956882,1.073295646,1.117621821
GD-US,12/31/2020,GD-US_12/31/2020,0.915654946,0.860297444,0.945331951
STZ-US,12/31/2020,STZ-US_12/31/2020,0.941746952,0.930921043,0.946579046
SYY-US,12/31/2020,SYY-US_12/31/2020,1.33990418,1.031084818,1.529763571
CMI-US,12/31/2020,CMI-US_12/31/2020,0.922461484,1.104923542,0.782572593
A-US,12/31/2020,A-US_12/31/2020,0.878801235,0.920141772,0.836949171
WEC-US,12/31/2020,WEC-US_12/31/2020,0.790099338,1.027038397,0.627043344
JCI-US,12/31/2020,JCI-US_12/31/2020,0.926454057,0.814611996,0.977697462
VRSK-US,12/31/2020,VRSK-US_12/31/2020,0.94524207,1.010522515,0.905986099
IQV-US,12/31/2020,IQV-US_12/31/2020,1.208132697,1.215993006,1.179499872
KLAC-US,12/31/2020,KLAC-US_12/31/2020,1.439798819,1.721833434,1.231075992
MSCI-US,12/31/2020,MSCI-US_12/31/2020,1.147371432,1.347055809,0.995098354
MNST-US,12/31/2020,MNST-US_12/31/2020,0.884054369,0.934375996,0.835120439
CDNS-US,12/31/2020,CDNS-US_12/31/2020,1.089167356,1.215154165,0.993056866
PCAR-US,12/31/2020,PCAR-US_12/31/2020,0.844417256,0.93006146,0.759240016
ALL-US,12/31/2020,ALL-US_12/31/2020,1.017552393,1.023131016,1.020031463
INFO-US,12/31/2020,INFO-US_12/31/2020,1.011905561,1.189256208,0.912915588
TT-US,12/31/2020,TT-US_12/31/2020,0.930496989,0.871018282,0.950655982
TROW-US,12/31/2020,TROW-US_12/31/2020,1.164519542,1.222749414,1.124773393
CTAS-US,12/31/2020,CTAS-US_12/31/2020,1.206065959,1.031166791,1.2892371
MET-US,12/31/2020,MET-US_12/31/2020,1.446101474,1.463982038,1.447251743
PPG-US,12/31/2020,PPG-US_12/31/2020,0.953834495,0.877813823,0.977907931
ES-US,12/31/2020,ES-US_12/31/2020,0.911414895,1.160610373,0.77418042
ZBH-US,12/31/2020,ZBH-US_12/31/2020,0.953161284,0.787238244,1.01893697
BK-US,12/31/2020,BK-US_12/31/2020,1.100142761,1.09019797,1.121616474
ANSS-US,12/31/2020,ANSS-US_12/31/2020,1.109951246,1.205972655,1.03982201
PEG-US,12/31/2020,PEG-US_12/31/2020,0.872626098,0.842368183,0.898494854
YUM-US,12/31/2020,YUM-US_12/31/2020,0.905725962,0.938400057,0.864902185
AZO-US,12/31/2020,AZO-US_12/31/2020,0.854455488,0.855342931,0.931154364
TRV-US,12/31/2020,TRV-US_12/31/2020,1.05755781,0.9457484,1.162254467
BLL-US,12/31/2020,BLL-US_12/31/2020,0.8086526,0.885001996,0.770275159
WLTW-US,12/31/2020,WLTW-US_12/31/2020,0.872146117,0.984473359,0.833582509
MSI-US,12/31/2020,MSI-US_12/31/2020,0.959025338,0.94565997,0.947103446
CLX-US,12/31/2020,CLX-US_12/31/2020,0.287499319,0.474923192,0.161928154
KR-US,12/31/2020,KR-US_12/31/2020,0.236640533,0.359376373,0.151792901
AWK-US,12/31/2020,AWK-US_12/31/2020,0.871415654,1.05146756,0.745610677
HPQ-US,12/31/2020,HPQ-US_12/31/2020,1.136128527,0.951453514,1.196142232
F-US,12/31/2020,F-US_12/31/2020,1.102310274,1.080881232,1.117571005
ED-US,12/31/2020,ED-US_12/31/2020,0.700506214,0.914420116,0.546647286
PH-US,12/31/2020,PH-US_12/31/2020,1.437086719,1.40654739,1.434610016
MCHP-US,12/31/2020,MCHP-US_12/31/2020,1.441582292,1.453778676,1.450062232
SWK-US,12/31/2020,SWK-US_12/31/2020,1.463234845,1.440916781,1.469942687
FAST-US,12/31/2020,FAST-US_12/31/2020,0.91188294,1.047543934,0.791529381
WBA-US,12/31/2020,WBA-US_12/31/2020,0.820179276,0.972794187,0.707794733
ADM-US,12/31/2020,ADM-US_12/31/2020,0.952339212,1.004497118,0.90509004
TDG-US,12/31/2020,TDG-US_12/31/2020,1.304864558,0.95376244,1.534292178
BBY-US,12/31/2020,BBY-US_12/31/2020,1.136627836,1.236424869,1.085871618
XLNX-US,12/31/2020,XLNX-US_12/31/2020,0.983771506,1.070555233,0.862508161
FTV-US,12/31/2020,FTV-US_12/31/2020,1.025049054,1.062129972,0.992071267
ROK-US,12/31/2020,ROK-US_12/31/2020,1.104703729,1.151074234,1.063210318
PAYX-US,12/31/2020,PAYX-US_12/31/2020,1.197476059,1.303899136,1.1464827
OTIS-US,12/31/2020,OTIS-US_12/31/2020,0.689225638,0.310231306,0.246210091
PRU-US,12/31/2020,PRU-US_12/31/2020,1.587492984,1.541308931,1.627510304
ALXN-US,12/31/2020,ALXN-US_12/31/2020,0.709974316,0.746935456,0.702333538
DHI-US,12/31/2020,DHI-US_12/31/2020,1.14098415,0.956056311,1.322482387
APTV-US,12/31/2020,APTV-US_12/31/2020,1.402528749,1.179706898,1.564268898
GLW-US,12/31/2020,GLW-US_12/31/2020,1.286682004,1.370991726,1.231512508
RMD-US,12/31/2020,RMD-US_12/31/2020,0.971052996,1.161231502,0.874105685
CARR-US,12/31/2020,CARR-US_12/31/2020,0.725392038,0.351080914,0.233515642
MAR-US,12/31/2020,MAR-US_12/31/2020,1.072243873,0.868201785,1.06315009
SWKS-US,12/31/2020,SWKS-US_12/31/2020,1.341762091,1.355099825,1.30076031
AFL-US,12/31/2020,AFL-US_12/31/2020,1.227462759,1.048858196,1.335850354
MKC-US,12/31/2020,MKC-US_12/31/2020,0.740901308,0.836239422,0.697723632
MCK-US,12/31/2020,MCK-US_12/31/2020,0.973915449,1.116293025,0.84838846
KMI-US,12/31/2020,KMI-US_12/31/2020,1.118076606,0.880908829,1.281661924
AIG-US,12/31/2020,AIG-US_12/31/2020,1.509355661,1.19106931,1.735212465
WMB-US,12/31/2020,WMB-US_12/31/2020,1.205527545,1.005537674,1.382130972
HLT-US,12/31/2020,HLT-US_12/31/2020,0.892562273,0.717823193,0.923224226
ALGN-US,12/31/2020,ALGN-US_12/31/2020,1.409330862,1.444947703,1.287813802
CHD-US,12/31/2020,CHD-US_12/31/2020,0.523905435,0.558898037,0.528609758
MTD-US,12/31/2020,MTD-US_12/31/2020,0.867671114,0.988970514,0.760765392
WELL-US,12/31/2020,WELL-US_12/31/2020,1.390262149,1.014730382,1.652793022
AME-US,12/31/2020,AME-US_12/31/2020,1.180594251,1.163416203,1.235684664
FCX-US,12/31/2020,FCX-US_12/31/2020,1.578498433,1.473288031,1.634790344
PSX-US,12/31/2020,PSX-US_12/31/2020,1.350108995,1.194464196,1.385002042
VFC-US,12/31/2020,VFC-US_12/31/2020,1.23807522,1.302683477,1.13430286
LEN-US,12/31/2020,LEN-US_12/31/2020,1.264330984,1.142408081,1.379834773
DTE-US,12/31/2020,DTE-US_12/31/2020,1.09504016,1.023995712,1.179509886
LUV-US,12/31/2020,LUV-US_12/31/2020,1.092838422,1.002794128,1.125733368
CERN-US,12/31/2020,CERN-US_12/31/2020,0.646990552,0.56233256,0.666230975
CPRT-US,12/31/2020,CPRT-US_12/31/2020,0.98562121,1.008722816,0.980682224
CTVA-US,12/31/2020,CTVA-US_12/31/2020,1.039603482,0.955817105,1.136896956
SLB-US,12/31/2020,SLB-US_12/31/2020,1.490060972,1.236699832,1.650189692
DLTR-US,12/31/2020,DLTR-US_12/31/2020,0.748881853,0.782520632,0.75415787
HSY-US,12/31/2020,HSY-US_12/31/2020,0.788835048,0.75775368,0.850983698
WY-US,12/31/2020,WY-US_12/31/2020,1.688800227,1.737131505,1.701802089
O-US,12/31/2020,O-US_12/31/2020,1.191909365,1.01291618,1.375538203
EOG-US,12/31/2020,EOG-US_12/31/2020,1.310637475,0.975672198,1.483590087
STT-US,12/31/2020,STT-US_12/31/2020,1.339321902,1.311933002,1.351983535
PPL-US,12/31/2020,PPL-US_12/31/2020,1.042088693,1.067481885,1.042627659
AVB-US,12/31/2020,AVB-US_12/31/2020,1.051410473,1.0103868,1.096172143
VRSN-US,12/31/2020,VRSN-US_12/31/2020,0.961465305,1.07545536,0.921683122
AJG-US,12/31/2020,AJG-US_12/31/2020,0.928706634,0.970619857,0.928274068
WST-US,12/31/2020,WST-US_12/31/2020,0.692786715,0.768335819,0.660880965
FLT-US,12/31/2020,FLT-US_12/31/2020,1.151235504,1.153512573,1.13321009
SPG-US,12/31/2020,SPG-US_12/31/2020,1.521042503,0.952044246,1.932007517
ETR-US,12/31/2020,ETR-US_12/31/2020,1.055751058,1.042945564,1.091475577
RSG-US,12/31/2020,RSG-US_12/31/2020,0.846421926,0.817477057,0.893014402
DAL-US,12/31/2020,DAL-US_12/31/2020,1.317980177,1.109301236,1.414485424
AEE-US,12/31/2020,AEE-US_12/31/2020,0.913894534,0.984494108,0.89191053
KHC-US,12/31/2020,KHC-US_12/31/2020,0.95446898,1.165428728,0.855424562
EIX-US,12/31/2020,EIX-US_12/31/2020,0.98251319,0.937375822,1.062646821
MPC-US,12/31/2020,MPC-US_12/31/2020,1.635090928,1.281727386,1.858338829
EFX-US,12/31/2020,EFX-US_12/31/2020,0.86749405,0.886335163,0.855376019
FRC-US,12/31/2020,FRC-US_12/31/2020,1.038916325,1.09352864,0.981575342
ARE-US,12/31/2020,ARE-US_12/31/2020,0.998855462,1.060467696,1.003318282
TTWO-US,12/31/2020,TTWO-US_12/31/2020,0.611444017,0.627237711,0.595554332
KEYS-US,12/31/2020,KEYS-US_12/31/2020,0.938889478,1.03613211,0.899784107
AMP-US,12/31/2020,AMP-US_12/31/2020,1.777397761,1.907004641,1.703968472
LH-US,12/31/2020,LH-US_12/31/2020,1.122211095,1.114383988,1.211948365
MKTX-US,12/31/2020,MKTX-US_12/31/2020,0.81137756,1.027123375,0.695534576
LYB-US,12/31/2020,LYB-US_12/31/2020,1.4847426,1.169986609,1.720007938
MXIM-US,12/31/2020,MXIM-US_12/31/2020,1.040326763,1.047189846,1.024637111
AKAM-US,12/31/2020,AKAM-US_12/31/2020,0.606422265,0.675806731,0.530851673
VMC-US,12/31/2020,VMC-US_12/31/2020,0.892360889,0.637042021,1.015677169
VLO-US,12/31/2020,VLO-US_12/31/2020,1.50967731,1.285762067,1.580399109
EQR-US,12/31/2020,EQR-US_12/31/2020,1.021587787,0.930176032,1.057611299
DFS-US,12/31/2020,DFS-US_12/31/2020,1.83906632,1.767488947,1.897225774
TSN-US,12/31/2020,TSN-US_12/31/2020,0.782284751,0.466415395,1.036509536
CMS-US,12/31/2020,CMS-US_12/31/2020,0.791471434,0.895974743,0.735948467
ODFL-US,12/31/2020,ODFL-US_12/31/2020,0.851210382,0.933182688,0.795769126
CAG-US,12/31/2020,CAG-US_12/31/2020,0.407433283,0.532208165,0.254275309
CDW-US,12/31/2020,CDW-US_12/31/2020,1.194500915,1.184819532,1.1979192
HOLX-US,12/31/2020,HOLX-US_12/31/2020,0.887652104,0.720837221,1.093503732
AMCR-US,12/31/2020,AMCR-US_12/31/2020,0.992552794,0.880010808,1.050454142
CTXS-US,12/31/2020,CTXS-US_12/31/2020,0.555633908,0.689258249,0.398035041
KSU-US,12/31/2020,KSU-US_12/31/2020,1.109494549,1.195081952,1.109386628
TSCO-US,12/31/2020,TSCO-US_12/31/2020,0.65888711,0.632962522,0.702673734
DPZ-US,12/31/2020,DPZ-US_12/31/2020,0.398410078,0.381607624,0.481782401
INCY-US,12/31/2020,INCY-US_12/31/2020,0.653808777,0.754322543,0.551143384
K-US,12/31/2020,K-US_12/31/2020,0.464879948,0.611585235,0.392132353
COO-US,12/31/2020,COO-US_12/31/2020,0.872682343,0.7143419,0.993077177
NTRS-US,12/31/2020,NTRS-US_12/31/2020,1.209074197,1.246751123,1.200635602
GWW-US,12/31/2020,GWW-US_12/31/2020,1.010325205,1.088011598,0.985063107
VAR-US,12/31/2020,VAR-US_12/31/2020,0.984968258,1.06959352,0.936616599
IP-US,12/31/2020,IP-US_12/31/2020,1.158077527,1.252014986,1.094619504
FTNT-US,12/31/2020,FTNT-US_12/31/2020,1.002304002,0.999815819,1.009154042
VIAC-US,12/31/2020,VIAC-US_12/31/2020,1.242532073,1.166606039,1.307954795
TFX-US,12/31/2020,TFX-US_12/31/2020,0.961311803,0.919503766,0.959672402
CBRE-US,12/31/2020,CBRE-US_12/31/2020,1.304179167,1.176564823,1.338152754
DOV-US,12/31/2020,DOV-US_12/31/2020,1.156726136,1.134925704,1.17945253
VTR-US,12/31/2020,VTR-US_12/31/2020,1.554084612,1.174277818,1.864526508
DGX-US,12/31/2020,DGX-US_12/31/2020,0.747595106,0.782898974,0.764596715
BR-US,12/31/2020,BR-US_12/31/2020,0.806974967,0.97068042,0.647003232
FE-US,12/31/2020,FE-US_12/31/2020,1.010646886,1.102270448,1.053396101
